intent,query,answer
일반상식,고이즈미 준이치는 어느 나라 총리야,일본
일반상식,쿠웨이트와 대한민국은 언제부터 수교를 맺었어,1979년
일반상식,황헌이 언제 평안도관찰사로 임명됐지,1545년
일반상식,누가 척준경에게 위사공신의 칭호를 내렸지,인종
일반상식,피아베 강 전투는 언제부터 언제까지 진행됐어,1918년 6월 15일에서 22일까지
일반상식,긴테쓰 특급의 포인트 제도를 설명해줘,회원이 인터넷 예약·발매로 특급권을 구입하면 구입액의 5%를 포인트로 적립해주는 서비스
일반상식,헥토르가 아킬레우스에게 대항하도록 유도한 게 누구야,아폴론
일반상식,누르 무함마드 타라키 사망일은,1979년 9월 16일
일반상식,크리스 스몰링이 EPL에서 누굴 상대로 첫 출전했어,에버튼
일반상식,뉴스타파는 어떻게 운영되고 있어,광고를 하지 않으며 모든 제작비는 후원금으로 운영
일반상식,바벨 대성당은 어디에 있어,폴란드 크라쿠프의 바벨 언덕
일반상식,허씨의 기원은 누구야,가락국(駕洛國) 수로왕(首露王)의 비(妃) 허황옥(許黃玉)
일반상식,형 에드몽이 남긴 유산으로 만들어진 아카데미가 뭐지,공쿠르 아카데미
일반상식,키케로의 삶의 보람이 뭐였어,딸 툴리아
일반상식,이완용은 언제 입양되었어,1867년
일반상식,E-서울 넷 구축 기간은,2000년도부터 2003년 2월까지 3년간
일반상식,박정희가 위수령을 처음 발동한 날이 언제야,1971년 10월 5일
일반상식,함무라비 법전은 언제 만들어진 법전이야,기원전 18세기
일반상식,플레밍 이름을 딴 광장이 있는 곳은 어디야,체코 프라하
일반상식,알발로포사우루스 화석이 발견된 일본의 산은 어디야,하쿠 산의 쿠와지마 층
일반상식,쇠족제비의 앞 뒷발간의 도약간격은 어느정도야,18–35 cm
일반상식,현대 에어로는 언제 출시된 자동차야,1985년 2월
일반상식,홍성 엄찬고택은 누구의 집이지,성삼문
일반상식,복성군 이미의 본관이 어디지,전주
일반상식,유송을 건국한 사람 이름 말해줘,유유(劉裕)
일반상식,수학에서 그로텐디크 위상의 뜻이 뭐야,열린 덮개의 개념을 공리적으로 추상화한 개념
일반상식,감독 웨스 앤더슨의 데뷔작은 뭐야,바틀 로켓
일반상식,니콜라이 불가닌은 언제 태어났어,1895년 3월 30일
일반상식,중국어 다음으로 사람들이 모국어로 많이 쓰는 언어가 뭐야,스페인어
일반상식,전군주요지휘관회의에서 국가원수로 추대된 인물은,전두환
일반상식,축구선수 디에고 시메오네의 출생일은,1970년 4월 28일
일반상식,장종훈의 등번호는 뭐야,35번
일반상식,마이애미에는 어떤 인디언이 살았어,테퀘스타 인디언
일반상식,조희팔 사기 사건의 경찰 추정 피해액은 얼마야,4조 원
일반상식,비트겐슈타인이 누구야,"오스트리아와 영국에서 활동한 철학자이며, 논리학, 수학 철학, 심리 철학, 언어 철학 분야에 업적을 남겼다"
일반상식,리바이 스트라우스가 최초로 발명한 하의는,청바지
일반상식,마하라슈트라 주의 주요산업은 뭐야,농업
일반상식,체코 교통부 장관인 구스타프 슬라메치카의 고향이 어디야,슬로바키아
일반상식,석주관성 누가 쌓았어,곽영
일반상식,2010년 솅겐 사증 규칙이 바뀌면서 뭐가 폐지됐어,타입 B와 타입 D+C 발급
일반상식,타키 앗딘이 초보적인 증기기관을 발명한 해는,1551년
일반상식,게오르그 카를 프리드리히 빌헤름 폰 퀴흘러가 누구야,제 2차 세계대전 당시 나치 독일의 육군 원수
일반상식,광복 이후 노면전차가 한국에서 사라진 이유가 뭐야,자동차를 필두로 한 교통량의 증가로 1968년 버스로 대체
일반상식,플래시 플러드 달링스의 연인은 누구야,크리스 슈나이더
일반상식,건강보험공단 이사장이 누구야,김종대
일반상식,대한민국 화산 활동으로 생긴 섬이 어디야,"독도, 울릉도, 제주도"
일반상식,1459년 경상좌수영이 어디로 이전했지,울산 개운포
일반상식,포르피리오스가 기독교에 대한 생각을 책으로 옮긴 저서는,기독교에 대한 반론
일반상식,코발트 블루라는 단어가 영어가 된 게 언제야,1777년
일반상식,교보문고의 바로드림 서비스는 언제부터 시작되었어,2009년 5월 26일
일반상식,파버카스텔을 글로벌화 시킨 게 누구야,로타르 폰 파버
일반상식,베스트 엑조틱 메리골드 호텔의 감독은,존 매든
일반상식,파투는 언제 코린치안스로 이적했어,2013년
일반상식,모로코가 프랑스로부터 독립한 해가 언제지,1957년
일반상식,콘스탄티누스 1세가 세운 대성당은 뭐야,성 베드로 대성당
일반상식,타블라리디스는 어느 나라에서 왔어,그리스
일반상식,대광고에서 단식 농성을 한 학생이 누구지,강의석
일반상식,ART 시스템 중 제일 큰게 뭐니,밴쿠버 스카이트레인
일반상식,중심지 이론에서 지역 인구규모와 비례하는 항목이 뭐지,지역의 중심지 기능의 수행정도
일반상식,바이에른 뮌헨 보아텡 등번호가 몇 번이야,17번
일반상식,웰링턴이라는 지명의 유래가 뭐야,웰링턴 공작 1세 아서 웰즐리의 이름을 딴 것
일반상식,양준혁 은퇴식에서 시구는 누가 했어,양준혁의 아버지
일반상식,엘르가 미국과 영국에 발행되기 시작한 해는,1985년
일반상식,히브리 문자와 시리아 문자는 어디에서 파생된거야,아람 문자
일반상식,산스크리트라는 말은 어디서 유래했어,완성된'이라는 말
일반상식,십알단의 단장은 누구야,윤정훈 목사
일반상식,브라이언 윌슨 커니핸은 어디서 태어났지,캐나다 온타리오 주 토론토
일반상식,프란체스코 포르지오네가 유아세례를 받은 곳이 어디야,성녀 안나 경당
일반상식,일본 야구선수 나가시마 시게오 소속 팀이 어디야,요미우리 자이언츠
일반상식,웹툰 찌질의 역사 주인공 이름이 뭐야,설하
일반상식,리수이의 산들은 어느 산맥에 속해,우이 산맥
일반상식,AFC아약스 어느 나라 축구팀이야,네덜란드
일반상식,절에서는 백중날에 무슨 일을 해,"지옥과 아귀보를 받은 중생을 구제하는 우란분회(盂蘭盆會, 우라본)라는 법회를 연다."
일반상식,케빈 벤후저가 교수로 재직한 학교는,에딘버러 대학교의 뉴 칼리지
일반상식,대한민국에서 연좌제가 공식적으로 폐지된 때는,1980년 8월 1일
일반상식,이누이 다카시는 언제 태어났어,1988년 6월 2일
일반상식,히틀러는 어느 나라를 침공하면서 제2차 세계 대전 시작을 알렸어,폴란드
일반상식,한국산업기술시험원의 앞으로 목표가 뭐야,"주로 제품의 성능 및 안전성에 대한 품질인증과 산업현장측정표준 유지 및 지원, 그리고 시험평가기술의 개발 등을 통해 제조기업의 기술수준과 경쟁력을 높이는 것"
일반상식,비오 11세가 교회의 권리를 지키기 위해 가장 중요하게 생각했던 게 뭐야,정교 조약
일반상식,심리학에서 연령에 따른 변화를 연구하는 학문은,발달심리학
일반상식,모리 오가이가 독일에서 유학 몇 년동안 했지,4년
일반상식,10세기 말엽 조지아의 바그라트 3세가 피춘다에 건설한 건물은,피춘다 대성당
일반상식,드라마 고쿠센 주연 배우가 누구야,나카마 유키에
일반상식,요시다 타쿠로 짐 어디 소속이지,타케다 기획
일반상식,크리스티앙 디올은 어느 회사 거야,LVMH그룹
일반상식,에디 슬리먼이 디올 옴므에 있던 게 언제야,2001 F/W 컬렉션을 시작으로 2007 F/W 까지 7년간
일반상식,775년에 즉위한 비잔티움의 황제는,레오 4세
일반상식,스타크래프트 프로게이머 염보성 캐릭터가 뭐야,테란
일반상식,프란시스코 카나로는 어떤 일로 데뷔해,탱고 음악가
일반상식,제레미 레너가 댈러스 로버츠와 함께 출연한 코미디 드라마 제목이 뭐야,Lightbulb
일반상식,유교에서 인간의 덕성을 뭐라고 부르냐,인(仁)
일반상식,에스페란토를 창제한 사람이 누구야,루도비코 라자로 자멘호프
일반상식,뿌까 인기가 가장 많았던 해는,2008년
일반상식,소비에트는 러시아어로 무슨 뜻이지,평의회
일반상식,해리 포터와 혼혈 왕자 영화에서 해리와 론은 마법약 수업에 누구의 메모를 보게 돼,혼혈 왕자
일반상식,교황 바오로 6세는 언제 제네바의 세계 교회 협의회 본부를 방문했어,1969년 6월 10일
일반상식,테크네튬이 사용되는 곳은 어디야,핵의학에서 진단에 사용
일반상식,육이오가 북한의 통일전쟁이라고 말한 사람이 누구야,강정구
일반상식,네팔 제헌의회가 처음 열린 날짜를 알려줘,2008년 5월 28일
일반상식,우리나라는 언제부터 다면평가제를 도입하기 시작했지,1990년대
일반상식,조참의 시호가 뭐야,평양의후
일반상식,에밀리 그린 볼치는 브린 마르 대학교를 몇 년도에 졸업했어,1889년
일반상식,에픽하이가 맵더소울에서 낸 첫 정규앨범이 뭐지,e
일반상식,소픽스가 어떤 역할을 해,자연과의 교감을 통해 지구의 요정들과 같은 힘을 같게해주는 변신
일반상식,닌자 거북이의 원작은 언제 발매되었어,1984년
일반상식,아랍에미리트가 독립한 년도가 언제야,1971년
일반상식,토끼 드롭스는 어디에서 연재를 시작했지,FEEL YOUNG(쇼덴샤) 2005년 10월 호
일반상식,요제프 2세는 어떤 성격이었어,호전적이고 냉소적
일반상식,치자나무의 꽃은 무슨색이야,흰색
일반상식,단사 껍질이 처음 사용된게 언제야,1958년
일반상식,샤흐트가 있었던 강제수용소를 알려줘,"라펜스브뤼크(Ravensbrück)에, 이어서 플로쎈뷔르크(Flossenbürg)"
일반상식,손권의 형이 누구야,손책
일반상식,안티파네스의 아버지가 누구야,멜람푸스
일반상식,시마자키 하루카는 ATARU본편에서 무슨 역할을 했지,같은 감식과 기동 감식계 역
일반상식,나카모리 아키나의 데뷔 연도는,1982년
일반상식,HOT의 팬클럽 이름이 뭐야,하얀천사
일반상식,송지헌이 시국선언 인사들을 비판했던 인터뷰가 뭐였지,김문수 경기도 지사와의 인터뷰
일반상식,세자르 프랑크의 제자엔 누가 있어,"뱅상 댕디, 에르네스트 쇼송과 앙리 두파르"
일반상식,라이 우노라는 이름이 쓰이기 전에 사용된 이름은 뭐지,Rai Uno
일반상식,오다 노부카즈의 뒤는 누가 이었어,노부미치
일반상식,애드호크라시는 어떤 성격을 지녔어,혁신적인 성격
일반상식,입스가 뭐야,심리적영향으로 생기는 마비증상
일반상식,TTL은 무슨 말의 약자야,Transistor–Transistor Logic
일반상식,미국은 샌프란시스코 강화조약으로 무엇을 얻으려고 했어,한국전쟁으로 본격화된 냉전에서 소련을 비롯한 공산주의 국가를 견제하는 전략적 요충지를 확보
일반상식,세인트 빈센트 그레나딘의 주도는 어디야,세인트빈센트 섬
일반상식,그룹 투투는 언제 결성됐어,1994년
일반상식,1934년 국제 연맹에 가입한 회원국은 몇개였어,63개국
일반상식,베네치아 국제전에서 주안 미로가 받은 상은,판화 부문 국제상
일반상식,일제강점기 시대 조선일보의 방응모가 1935년 창간한 친일 잡지는,조광
일반상식,마호로매틱은 어디서 연재됐어,COMIC GUM
일반상식,어도비가 고라이브 개발을 하지 않겠다고 한 시기는,2008년 4월
일반상식,신한민주당은 어디에 흡수됐어,통일민주당
일반상식,2015년 7월 4일 독일대안 임시 전당대회는 어디에서 개최되었지,에센
일반상식,라인 방면에서 주르당과 모로가 이끈 프랑스군은 누구에게 패했어,테셴 공작 카를
일반상식,교황 펠라지오 1세가 교황의 권위와 위신을 떨어뜨리는 결과를 가져온 게 뭐야,동로마 제국에 의존한 펠라지오 1세의 정책
일반상식,동동은 어느 나라의 가요야,고려가요
일반상식,1992년 한국 시리즈 우승팀이 어디야,롯데 자이언츠
일반상식,뉴올리언스 전투가 발생한 게 몇 년도야,1815년
일반상식,TPE 설치 사업에 투자한 회사들을 알려줘,"중국전신, 차이나 넷콤, 차이나 유니콤, 청화 텔레콤, KT, 버라이즌 커뮤니케이션스"
일반상식,제2차 세계대전에서 일본이 졌던 날짜는,1945년 8월 15일
일반상식,클로데트 콜베르는 뭐 때문에 죽었어,뇌졸중
일반상식,카카오가 다음커뮤니케이션과 합병을 발표한 게 언제야,2014년 5월 26일
일반상식,미리샤 황실의 황제의 본명은 뭐지,유굉
일반상식,콜드플레이의 데뷔 앨범 제목이 뭐야,Parachutes
일반상식,알렉산데르3세를로마에서내보낸사람은누구야,코뮌
일반상식,베토벤 월광 소나타는 피아노 소나타 몇 번이야,14번
일반상식,셀카의 영어단어가 뭐야,셀피
일반상식,몰몬의 책은 누가 만든 뮤지컬이지,"트레이 파커, 로버트 로페즈, 맷 스톤"
일반상식,Papa Giovanni XV는 몇 대 교황이야,제137대
일반상식,도리사를 창건한 사람은,아도
일반상식,앙겔라메르켈은 언제 태어났어,1954년
일반상식,"이와쿠라 히로후미가 초등학교, 중학교를 졸업한 지역은",도마코마이
일반상식,국제 원자력 기구는 왜 세워진거야,원자력을 군사적인 목적으로 이용하는 것을 막고 평화적인 목적의 이용을 장려하기 위해
일반상식,1941년 세계 2차 대전 중 영국군이 리비아 키레나이카에서 두 달간 진행한 작전은,배틀액스 작전
일반상식,심바가 낭떠러지에서 스카를 위협한 이유가 뭐야,진실과 숙부의 배신을 알고
일반상식,미국 역사상 처음으로 스파이 혐의를 받아 민간인 자격으로 사형 집행 된 사람은,"에델 그린글래스 로젠버그(Ethel Greenglass Rosenberg, 1915년 9월 28일 – 1953년 6월 19일)와 줄리어스 로젠버그(Julius Rosenberg, 1918년 5월 12일 – 1953년 6월 19일)"
일반상식,나나오 시는 어디에 있는 시야,이시카와 현
일반상식,Central Argentine Railway Athletic Club의 소유권이 부에노스 아이레스 로사리오 철도회사로 넘어간 게 몇 년도지,1903년
일반상식,이준기가 찍은 중국 영화 제목이 뭐야,시칠리아 햇빛아래
일반상식,펍메드센트럴 저작권은 누가 가지고 있어,"개별 저자, 출판사 및 기타 저작권 소유자"
일반상식,2009년 안양 한라의 부주장은 누구였어,브래드 패스트
일반상식,대략적으로 셸타어에 사용되는 게일어계 낱말 숫자는,2000-3000개
일반상식,윙스 클럽은 어느 나라에서 만든 거야,이탈리아
일반상식,머리털자리 베타의 흑점 활동 주기는 몇년이야,16년
일반상식,북크메르족의 거주지가 어디지,태국 동북부 지역인 이산
일반상식,조반니 파스콜리는 어디서 태어났어,로마냐에 있는 작은 마을 산마우로
일반상식,패밀리가 떴다는 어느 방송사 프로야,SBS
일반상식,역습의 샤아의 개봉일이 언제야,1988년 3월 12일
일반상식,크리스티안 7세의 주치의가 되어 엄청난 권력을 휘두른 사람이 누구야,요한 프리드리히 슈트루엔제
일반상식,대륙이동설은 누가 제창했어,알프레트 베게너
일반상식,코코스 제도는 어느 나라 영토야,오스트레일리아
일반상식,레버쿠젠의 1997-98 시즌 성적을 알려줘,3위
일반상식,한국에서 20대 국회의원 선거가 몇 년도에 열렸어,2016년
일반상식,다카하시 유지는 뭐하는 사람이야,작곡가이자 피아니스트
일반상식,지질 시대 구분 중에서 가장 최근의 시대는 무슨 시대야,신생대
일반상식,루간스크  공화국은 언제 세워졌지,2014년 4월 28일
일반상식,양각도 안에 있는 시설물은,"양각교, 양각도국제호텔, 양각도경기장"
일반상식,H7N9 바이러스 감염자 사망률은 얼마나 되,약 20%는 급성 호흡곤란증후군이나 다발 기관기능장애로 죽었다
일반상식,반국민주의 성향을 띄는 대표적인 대륙은,유럽
일반상식,GHQ가 일본을 다르신 방식은,일본의 통치기구를 이용한 간접통치방식
일반상식,발터 에마누엘 풍크가 죽은곳은 어디야,뒤셀도르프
일반상식,파르니타 산의 높이를 알려줘,"1,453m"
일반상식,로스 니니스가 뭐야,일도 안하고 공부도 안 하는 사람들
일반상식,김정은은 언제 태어났어,1984년
일반상식,고대 올림픽은 몇 회 대회를 마지막으로 중단됐어,제293회
일반상식,제60보병사단이 뭐야,폴란드 침공(폴란드 9월 전역) 직전 단치히(그다니스크) 점령 작전에 투입된 SA(돌격대)의 에버하르트 그룹 소속 돌격대원들을 주축으로 편성한 사단
일반상식,종교조직의 기능적 분석이론의 틀을 세운 사람은 누구야,탤컷 파슨스(Talcott Parsons)
일반상식,파인만의 물리학 강의의 표지는 무슨 색이야,진한 빨간 색
일반상식,간류 섬의 결투는 무사시와 누가 겨룬거야,사사키 고지로
일반상식,니어브의 딸이 누구야,플루르 너 므반
일반상식,2008년 러브홀릭스가 발표한 디싱이 뭐야,Butterfly
일반상식,살쾡이의 표준어가 뭐야,삵
일반상식,박록주의 본명이 뭐야,명이
일반상식,표준스웨덴어는 언제 확립되었지,20세기초
일반상식,비와 호 동안에 위치한 시는,오우미하치만 시
일반상식,정진숙은 을유문화사를 세우기 전 어떤 일을 했어,은행원
일반상식,세계무형유산인 강릉단오제는 언제 열려,음력 5월
일반상식,바이러스 입자의 내부 또는 외부를 직접적으로 파괴하는 약품이 뭔지 아니,바이러스 박멸제(Virucide)
일반상식,민법이 영미법계에서 어떤 형태로 존재해,불문법
일반상식,2016년 한국프로축구연맹에서 발표한 에프에이 선수가 몇 명이야,219명
일반상식,율리우스력에서 그레고리력으로 대체된건 언제부터야,1582년
일반상식,카노랑 같이 감옥 탈출한 사람이 누구야,동료 죄수 카자마 이치타로
일반상식,명칭을 OpenCL에서 Botan 변경한 연도는,2002년
일반상식,러시아가 스푸트니크 1호 발사에 성공한 때가 언제야,1957년
일반상식,뤼시앙 레비브륄이 1902년부터 철학사 강좌를 담당했던 대학은,소르본 대학
일반상식,홍백가합전은 언제 해,매년 12월 31일
일반상식,송윤아의 남편이 누구야,배우 설경구
일반상식,트라제XG는 언제 단종되었어,2007년 5월
일반상식,방라찬 전투의 영웅이 누구였었지,나이독과 나이통깨오
일반상식,소련 아프가니스탄 전쟁 동안 소련이 헬리콥터 비행장으로 사용한 도시가 어디야,호스트
일반상식,마사이사자는 뭐라고도 불러,동아프리카사자
일반상식,강령군의 기후는 어때,온화한 평야 지대
일반상식,카츠 진수식에서 폭탄 터뜨리려고 한 사람이 누구야,카자마
일반상식,한국예탁결제원의 본사는 어디에 있어,부산광역시 문현금융단지 부산국제금융센터
일반상식,2013년 전국남녀 스피드스케이팅 대회 어디서 열렸어,태릉국제스케이트장
일반상식,2016년 11월 5일 촛불집회 참가자 수를 알려줘,주최 측 추산 30만 명 경찰 추산 4만 8천명
일반상식,태준이 동거한게 누구야,여자친구
일반상식,커트 앵글의 키가 어떻게 돼,183cm
일반상식,책 미움받을 용기의 작가는 누구야,기시미 이치로와 고가 후미타케
일반상식,안키케라톱스 크기가 어떻게 돼,6m
일반상식,제5대 조선 총독이름이 뭐야,사이토 마코토
일반상식,파트라에서 순교한 성인이 누구지,성 안드레아
일반상식,루벤 데 라 레드가 감독으로 첫 지휘봉을 잡은 팀이 어디야,3부 리그의 헤타페 2군(헤타페 CF B)
일반상식,112 위치추적법 시행된 게 언제야,2012년 11월 14일
일반상식,이청용이 처음 진출한 프리미어리그 팀이 어디야,볼턴 원더러스 FC
일반상식,민옹전을 쓴 사람은 누구야,박지원
일반상식,인도 판과 오스트레일리아 판은 언제 합쳐졌지,약 5000~5500만년 전
일반상식,메그 휘트먼은 캘리포니아 주지사에 나갈때 어느 정당이였어,공화당
일반상식,영화 물랑 루즈에 출연한 여자 주인공은 누구야,니콜 키드먼
일반상식,타일러 브리즈가 알 트루스와 결성한 팀은,고저스 트루스
일반상식,Lifehouse라는 음반은 언제 나왔어,2005년
일반상식,2014년 신안군 염전 섬노예 사건이 일어난게 언제야,2014년 1월 28일
일반상식,2007년 아시아 여자농구 선수권 대회 어디서 열렸어,인천
일반상식,얀 헨드릭 레오폴드는 어느 나라 시인이야,네덜란드
일반상식,베이컨이 30대에 화가 활동을 하기 전에 했던 일은,인테리어 장식을 하거나 가구와 양탄자 디자인
일반상식,지부토스를 개발한 회사는,소프트온넷
일반상식,이오니아의 남쪽에 있는 지역의 이름을 알려줘,카리아
일반상식,닉 아덴하트는 언제 태어났어,1986년 8월 24일
일반상식,영화 미녀와 야수의 스페셜 에디션 IMAX판은 언제 어디서 개봉됐지,IMAX판은 2002년 10월 8일 2 디스크의 월트 디즈니 플래티넘 에디션 DVD로 발매
일반상식,로튼 토마토에서 윌리스와 그로밋 거대 토끼의 저주는 평점이 얼마였어,95%
일반상식,니모에 나오는 바다거북 나이가 몇 살이야,150살
일반상식,조치원역의 승강장 개수를 알려줘.,3면 5선
일반상식,김담민이 쇼트트랙으로 전향하기 전에는 무슨 종목 선수였어,롱 트랙
일반상식,퓨디파이는 어느 나라 사람이야,스웨덴
일반상식,사각뿔의 밑면은 어떤 모양이지,사각형
일반상식,로드리고 로아 두테르테 어머니의 성함은,솔레다드 두테르테
일반상식,리비아의 첫 독립 뉴스 방송사 이름은,리비아 알후라TV
일반상식,정치적 목적이 있는 전단지를 통칭하는 말은,삐라
일반상식,헬베티아 공화국을 건국한 나라가 어디야,프랑스
일반상식,LSTRC가 뭐야,문헌선정기술검토위원회
일반상식,최문식 감독은 지금 어느 팀에 있어,옌볜 푸더
일반상식,구약성경을 설명해줘,"유대교 성경(타나크)’ (Hebrew Bible, )을 기독교 경전의 관점에서 가리키는 말"
일반상식,피아자는 언제 태어났지,1968년 9월 4일
일반상식,민병두가 기자생활한 일간지가 어디야,‘문화일보’에서 정치부ᆞ과학부ᆞ국제부에서 취재활동
일반상식,롤러코스터 타이쿤 3D는 언제 출시되었지,2012년 10월 16일
일반상식,레바논이 팔레스타인 무장세력의 근거지가 된 이유를 알려줘,요르단 내전 이후 요르단으로부터 수많은 팔레스타인 난민(팔레스타인인)이 유입
일반상식,페테르 사간이 어느 나라 사람이야,슬로바키아
일반상식,나중에 민주당이 된 정당이 어디지,한민당
일반상식,킬링 플로어가 뭐야,Tripwire Interactive사에서 개발한 6인 협동 호러FPS게임
일반상식,카우아이 섬을 흐르는 강은 몇 개야,7개
일반상식,우리나라에서 따오기는 천연기념물 몇 호야,제198호
일반상식,카를로스 2세의 아버지는 누구지,펠리페 4세
일반상식,1995년 오클라호마시티 중심가 테러로 몇 명이 사망했어,168명
일반상식,권창훈의 포지션이 뭐야,중앙 미드필더(미드필더)이며 공격형 미드필더 또는 윙어도 소화가능
일반상식,주택 200만호 건설계획에서 어디를 개발하겠다고 했어,"산본, 중동, 평촌 등"
일반상식,올리버 뇌빌은 몇 년도에 세르베트 FC에서 뛰기 시작했지,1992년
일반상식,김을한과 영친왕은 몇 년도에 만났지,1950년
일반상식,네기시의 동생 이름이 뭐야,토시히코
일반상식,용자특급 마이트가인의 제작사를 알려줘,선라이즈
일반상식,유럽에서 가장 큰 모스크가 뭐야,상트페테르부르크 모스크
일반상식,묀헨글라트바흐는 언제 처음 타이틀을 차지했어,1960년
일반상식,고고학자들은 어느 시기에 마라케타가 시작되었다고 동의하지,19세기 후반에서 20세기 초반
일반상식,권창훈은 2017년 어디로 이적을 확정했어,리그1(리그앙) 디종 FCO
일반상식,토종 재래꿀벌은 길이가 얼만해,약 12mm
일반상식,필 히스의 출생일이 언제야,1979년 12월 18일
일반상식,장위동 김진흥 가옥에 누가 살았었지,순조의 제3녀 덕온공주의 남편인 부마도위 남녕위 윤의선과 그의 양자 윤용구
일반상식,목포역 위치가 어디야,전라남도 목포시 호남동
일반상식,일본잎갈나무의 원산지가 어디야,일본
일반상식,민병두가 최초로 법제화한 제도가 뭐야,상가권리금
일반상식,국제법을 국내에 적용하려면 뭐가 필요해,다시 입법과정을 거치는 변형이 필요
일반상식,킹 파드 국립경기장의 첫번째 공식 골을 기록한 선수명은,마제드 압둘라
일반상식,박찬종의 고향이 어디야,경상남도 김해
일반상식,카미메모는 언제 연재를 시작했어,2010년 8월
일반상식,네아 살라미스라는 축구팀의 이름의 기원이 뭐야,고대 도시였던 살라미스[살라미나] (그리스어: Σαλαμίς) 에서 딴 것
일반상식,한국에서 플레이스테이션 스토어를 이용할 수 있게 된 때는 언제부터야,2013년 5월 16일
일반상식,1990년대에 제갈성렬과 함께 우리나라 단거리 스피드 스케이팅을 주도한 선수가 누구야,김윤만
일반상식,몽골족이 세운 나라 이름이 뭐야,원나라
일반상식,대한민국에서 소셜 댓글을 최초로 적용한 미디어는,블로터
일반상식,야구선수 정성훈 소속 팀이 어디야,LG 트윈스
일반상식,S 비디오의 비디오 단자가 서로 호환이 되는지 알아,모든 종류의 Y/C 신호는 서로 호환성이 있다
일반상식,왜 반지원정대는 모리아의 굴로 들어가게 된거야,마법사 사루만이 일으킨 매서운 눈보라에 막혀
일반상식,영화 Reverb의 감독이 누구야,아이턴 아루시
일반상식,인체강화연구 확인 할 때 어떤 사고가 발생했어,강화 인간 실험체가 폭주하는 사고
일반상식,프랑스 항공사고조사위원회의 본사는 어디에 있어,르 부르제 공항의 지상 건물 153호
일반상식,유리 세디흐는 육상의 어떤 종목 선수지,해머던지기
일반상식,1978년 로스엔젤레스에서 결성된 미국 하드 락 그룹이 뭐지,그레이트 화이트
일반상식,예천 용문사 감역교지는 누가 내린 교지야,세조
일반상식,1991년 당시 매직 존슨의 소속팀은 어디였어,로스앤젤레스 레이커스
일반상식,사우스 파크 앨범 중 제임스 헷필드가 부른 노래는,"Little Boy, You're Going to Hell"
일반상식,디아블로 투 게임 시작할 때 어디서 해,로그 캠프
일반상식,어네스트 헤밍웨이는 어느 나라 사람이야,미국
일반상식,손자병법을 사용하면 장수를 몇 명까지 고용할 수 있지,최대 7명
일반상식,VISTA는 어느 천문대에 있어,칠레의 파라날 천문대
일반상식,최석정은 언제 영의정을 그만뒀어,1710년
일반상식,도미니카 공화국 대사는 누구지,강성주
일반상식,드라마 그들이 사는 세상의 작가가 누구야,노희경
일반상식,김성호는 구태가 누구라고 말해,백제 온조왕의 어머니인 소서노의 전 남편 우태
일반상식,범아일여의 사마디 상태의 다른 말은,아트마 즈냐나
일반상식,원래 최적의 우주 센터 후보지는 어디였어,제주특별자치도 서귀포시(구 남제주군) 대정읍
일반상식,아오모리 현내에서 가장 넓은 호수는,오가와라 호
일반상식,일본의 국민신당 대표는 누구야,가메이 시즈카
일반상식,우루과이에 위치한 대표적인 강을 알려줘,"라플라타 강, 우루과이 강, 네그로 강(네그로 강 (우루과이)) 등"
일반상식,하기강습소는 뭐 때문에 문을 닫은 거야,조선총독부의 탄압
일반상식,입파항은 어디있지,"경기도 화성시 우정읍 국화리, 입파도 섬"
일반상식,자니 블레이즈 다음으로 고스트 라이더가 된 사람은,대니 캐치
일반상식,신주영이 프로게이머 복귀이후에 어디에 입단했어,KTF 매직엔스
일반상식,대우백화점의 영업면적은,"32,929m²"
일반상식,1980년대 초반 중국공산당 중앙당교의 개혁세력을 없애버린 교장은,왕전
일반상식,프란체스코 토티의 주특기가 뭐였어,"원터치로 시도하는 스루 패스가 매우 화려하고, 힐패스와 숏패스 능력도 뛰어나며 간혹 시도하는 롱패스도 위협적"
일반상식,AI란 이름은 언제 생겼어,1956년
일반상식,21세기 영국 여성 첫 총리가 누구야,메이
일반상식,게임 쥬라기 공원은 어느 회사에서 만들었어,삼정데이터시스템
일반상식,여민락만의 편성악기는,"편종, 편경, 당피리, 대금, 당적, 해금, 아쟁, 장구, 좌고, 박"
일반상식,BODY MAKES STREAM의 오리콘 차트 최고 순위는 몇 위였어,17위
일반상식,원동성당 종탑 윗부분의 모양은,돔
일반상식,면양정이 다시 지어진게 언제야,효종 5년(1654)
일반상식,야구 해설 위원 장성호는 어느 구단 소속이야,kt 위즈
일반상식,루스벨트 대통령은 몇년동안 대통령 이었어,12년
일반상식,영화 디즈 씨 도시에 가다의 남자 주인공이 누구야,게리 쿠퍼
일반상식,마를레인 펠드하위스는 어디서 태어났어,오버레이설 주 보르네
일반상식,영화 뜨거운 것이 좋아의 감독이 누구야,빌리 와일더
일반상식,NHL의 마이너리그를 뭐라 말해,AHL
일반상식,OpenCD가 중단된 날짜는,2007년 9월 27일
일반상식,만루 홈런을 미국에서는 뭐라고 불러,그랜드슬램(grand slam)
일반상식,고가네이 시의 서쪽에 접하고 있는 시는,고쿠분지 시
일반상식,독일이 통일된 게 언제야,1990년 10월 3일
일반상식,이종범이 운영했다는 인터넷 쇼핑몰 이름이 뭐야,서울슈즈
일반상식,남캅카스 특별위원회는 언제 수립됐어,1917년 3월 9일
